;artist;genre
1711;The Meatmen;['crossover thrash', 'hardcore punk', 'punk']
1712;Tony Murena;['accordion']
1713;Eldar;['contemporary post-bop']
1714;Atomic Rooster;['art rock', 'blues-rock', 'british blues', 'canterbury scene', 'classic rock', 'hard rock', 'progressive rock', 'psychedelic blues-rock', 'psychedelic rock', 'symphonic rock']
1715;Halfway to Gone;['alternative roots rock', 'stoner metal', 'stoner rock']
1716;Elizabeth Cotten;['appalachian folk', 'blues', 'folk', 'old-time', 'piedmont blues', 'traditional blues', 'traditional folk']
1717;Atari Teenage Riot;['cyberpunk', 'digital hardcore', 'hardcore techno', 'industrial rock']
1718;Fever Ray;['alternative dance', 'art pop', 'chamber pop', 'electropop', 'indietronica', 'new rave', 'swedish electropop', 'swedish synthpop', 'trip hop']
1719;All Girl Summer Fun Band;['portland indie', 'twee pop']
1720;Sonny Terry / Brownie McGhee;['acoustic blues', 'blues', 'traditional blues']
1721;The Almost;['christian alternative rock', 'christian rock', 'dreamo', 'post-hardcore', 'screamo']
1722;Reginaldo Bessa;['bossa nova jazz']
1723;Roger Creager;['outlaw country', 'red dirt', 'texas country']
1724;Mary Black;['celtic', 'folk', 'irish folk']
1725;Righteous Brothers;['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly']
1726;Schizoid;['digital hardcore']
1727;Bryan White;['country', 'country gospel']
1728;Smash Palace;['jangle pop', 'underground power pop']
1729;Eyehategod;['doom metal', 'drone metal', 'post-doom metal', 'post-metal', 'sludge metal', 'stoner metal', 'stoner rock']
1730;Richi M.;['eurodance']
1731;Ec8or;['digital hardcore']
1732;Rachel Portman;['british soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']
1733;Kurtis Blow;['east coast hip hop', 'electro', 'hip hop', 'hip house', 'old school hip hop', 'rap']
1734;Dells;['chicago soul', 'classic soul', 'disco', 'doo-wop', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']
1735;Deep Puddle Dynamics;['abstract hip hop']
1736;Melissa Auf der Maur;['rock quebecois']
1737;Dee Clark;['brill building pop', 'chicago soul', 'doo-wop', 'rhythm and blues']
1738;Kiss;['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']
1739;Roy Buchanan;['blues', 'blues-rock', 'classic rock', 'electric blues', 'modern blues', 'southern rock', 'traditional blues']
1740;Leonard Kwan;['hawaiian', 'slack-key guitar']
1741;Clara Nunes;['bossa nova', 'forro', 'mpb', 'pagode', 'samba', 'velha guarda']
1742;M;['chillhop', 'lo-fi beats']
1743;Diamanda Galas;['experimental', 'laboratorio']
1744;Madonna;['dance pop', 'pop', 'pop rock']
1745;Sean Callery;['scorecore', 'soundtrack']
1746;Room 5;['deep house', 'disco house', 'filter house', 'vocal house']
1747;The Equals;['bubblegum pop', 'merseybeat']
1748;Fred Locks;['reggae', 'roots reggae']
1749;Fuel;['alternative metal', 'alternative rock', 'nu metal', 'pop rock', 'post-grunge', 'rap metal', 'rap rock', 'rock']
1750;The Embarrassment;['post-punk']
1751;The Kings;['emo', 'neo mellow', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']
1752;Johnny Pacheco;['bolero', 'boogaloo', 'cuban rumba', 'latin jazz', 'mambo', 'salsa', 'salsa international', 'tropical']
1753;Workhorse;['hard stoner rock']
1754;Mighty Mighty Bosstones;['boston rock', 'modern ska punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']
1755;Concretes;['swedish indie pop']
1756;Everyday Sunday;['christian alternative rock', 'christian punk', 'christian rock']
1757;Johnny Osbourne;['dancehall', 'dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae']
1758;Placebo;['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'pop rock', 'rock']
1759;Uriah Heep;['album rock', 'art rock', 'blues-rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']
1760;Darwin Hobbs;['gospel']
1761;Panic! At The Disco;['emo', 'modern rock', 'pop punk', 'vegas indie']
1762;Bedwetters;['estonian pop']
1763;The Robert Cray Band;['blues', 'blues-rock', 'electric blues', 'modern blues']
1764;Autonomous Bass Heads;['nu electro']
1765;Bruce Katz Band;['jazz organ']
1766;Rick Ross;['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
1767;The High Strung;['michigan indie']
1768;Oak Ridge Boys;['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']
1769;Marcel Azzola;['accordion']
1770;Andre Verchuren;['accordion']
1771;Dead To Me;['emo', 'folk punk', 'indie punk', 'melodic hardcore', 'orgcore', 'power-pop punk', 'punk', 'skate punk']
1772;The Knife;['alternative dance', 'art pop', 'chamber pop', 'dance-punk', 'electroclash', 'electronic', 'electropop', 'indietronica', 'neo-synthpop', 'new rave', 'swedish electropop', 'swedish synthpop', 'trip hop']
1773;Huey Dunbar;['latin', 'tropical']
1774;Special Duties;['oi']
1775;Eddy Arnold;['christmas', 'country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']
1776;The Last Vegas;['deep melodic hard rock', 'glam metal', 'modern hard rock', 'sleaze rock']
1777;The Velvet Underground;['alternative rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'folk-pop', 'garage rock', 'indie rock', 'lo-fi', 'melancholia', 'new wave', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock']
1778;The Panic Channel;['grunge pop', 'post-grunge']
1779;Mindless Self Indulgence;['alternative metal', 'comic', 'dance-punk', 'industrial metal', 'industrial rock', 'nu metal']
1780;The Roches;['folk']
1781;U.K. Subs;['oi', 'punk']
1782;Nick Cave & The Bad Seeds;['alternative rock', 'art rock', 'new wave', 'permanent wave', 'rock']
1783;Milk Inc.;['bubble trance', 'eurodance', 'europop']
1784;P.O.S;['abstract hip hop']
1785;Rancid;['pop punk', 'punk', 'ska punk', 'skate punk']
1786;Kai Winding;['jazz brass', 'jazz trombone', 'space age pop']
1787;Silverchair;['alternative metal', 'alternative rock', 'australian alternative rock', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rock']
1788;1. Futurologischer Congress;['neue deutsche welle']
1789;Mavado;['dancehall', 'panamanian pop', 'reggae fusion']
1790;Flamin' Groovies;['alternative rock', 'art rock', 'classic garage rock', 'country rock', 'dance rock', 'experimental rock', 'folk rock', 'freakbeat', 'garage rock', 'jangle pop', 'neo-psychedelic', 'post-punk', 'power pop', 'protopunk', 'psychedelic rock', 'pub rock', 'punk', 'punk blues', 'roots rock', 'uk post-punk']
1791;Grand Funk;['album rock', 'art rock', 'blues-rock', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock', 'symphonic rock']
1792;Charlie Louvin;['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']
1793;Evanescence;['alternative metal', 'post-grunge']
1794;Jerry Butler;['beach music', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul']
1795;Smiley;['prank']
1796;Ray Barretto;['boogaloo', 'cuban rumba', 'latin jazz', 'mambo', 'salsa international']
1797;Jimmy Wakely;['cowboy western', 'western swing']
1798;DJ Rashad;['bass music', 'fluxwork', 'footwork', 'future garage', 'ghettotech', 'outsider house', 'wonky']
1799;Skeletonwitch;['black thrash', 'death metal', 'groove metal', 'metal', 'speed metal', 'technical death metal']
1800;Bruce Rowland;['australian classical', 'oceania soundtrack']
1801;Oldelaf et Monsieur D;['french folk pop', 'french rock']
1802;David Johansen;['glam rock', 'power pop', 'pub rock']
1803;Hins Cheung;['c-pop', 'cantopop', 'mandopop']
1804;Steinski;['ninja', 'turntablism']
1805;Liquid Stranger;['brostep', 'downtempo', 'drill and bass', 'edm', 'electro house', 'electronic trap', 'filthstep']
1806;Cake;['alternative rock', 'comic', 'garage rock', 'modern rock', 'pop rock', 'post-grunge', 'rock']
1807;Sasha;['dance pop', 'electropop', 'indie poptimism', 'pop']
1808;Cut Copy;['alternative dance', 'australian dance', 'chillwave', 'dance-punk', 'electronic', 'electropop', 'filter house', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave', 'nu disco', 'nu gaze', 'shimmer pop']
1809;Max Steiner;['classic soundtrack', 'soundtrack']
1810;Fake Problems;['folk punk']
1811;Baby Huey & The Baby Sitters;['classic soul', 'funk']
1812;Jeanne Pruett;['country gospel', 'nashville sound']
1813;Helmet;['alternative metal', 'alternative rock', 'funk rock', 'groove metal', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'post-hardcore', 'rap metal', 'rap rock', 'stoner rock']
1814;Larry The Cable Guy;['comedy', 'comic']
1815;Epidemic;['jazz rap']
1816;The Ronettes;['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']
1817;Butterfly Temple;['russian alternative', 'russian metal', 'slavic folk metal', 'slavic metal']
1818;Eugene McDaniels;['afrobeat', 'deep funk', 'funk', 'jazz funk', 'soul', 'soul jazz']
1819;It Dies Today;['christian hardcore', 'christian metal', 'melodic metalcore', 'metalcore', 'screamo']
1820;Jim Breuer;['comedy']
1821;Dale Hawkins;['rock-and-roll', 'rockabilly']
1822;Public Image Ltd;['alternative rock', 'art rock', 'dance rock', 'dance-punk', 'electronic', 'experimental', 'experimental rock', 'industrial', 'industrial rock', 'neo-psychedelic', 'new romantic', 'new wave', 'new wave pop', 'no wave', 'noise rock', 'post-punk', 'pub rock', 'punk', 'uk post-punk']
1823;Dimmu Borgir;['black metal', 'death metal', 'groove metal', 'melodic death metal', 'metal', 'norwegian black metal', 'norwegian metal', 'pagan black metal', 'symphonic black metal', 'viking metal']
1824;The Creation;['british invasion', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']
1825;The Notorious B.I.G.;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']
1826;GG Allin;['crossover thrash', 'hardcore punk', 'punk']
1827;Eluveitie;['bow pop', 'celtic metal', 'celtic rock', 'folk metal', 'melodic death metal', 'power metal', 'swiss metal', 'viking metal']
1828;50 Cent;['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']
1829;The Rambos;['country gospel', 'southern gospel']
1830;Rachael Lampa;['ccm', 'christian alternative rock', 'christian music']
1831;Francis Lai;['classic soundtrack', 'easy listening', 'french soundtrack', 'lounge', 'vintage french electronic']
1832;Shelley Fabares;['brill building pop']
1833;Alain Morisod;['chanson quebecois', 'easy listening']
1834;Eminem;['detroit hip hop', 'g funk', 'hip hop', 'rap']
1835;Spinal Tap;['comic']
1836;Dishwalla;['neo mellow', 'pop rock', 'post-grunge']
1837;Pete Philly & Perquisite;['jazz rap']
1838;Jake Hess;['country gospel', 'southern gospel']
1839;Erja Lyytinen;['finnish blues', 'modern blues']
1840;Little Freddie King;['delta blues']
1841;Britny Fox;['glam metal', 'hard rock', 'sleaze rock']
1842;Hevia;['celtic']
1843;The Antlers;['brooklyn indie', 'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'modern rock', 'noise pop', 'stomp and holler']
1844;Eddie Turner;['power blues-rock']
1845;Mum;['chamber pop', 'compositional ambient', 'icelandic electronic', 'icelandic indie', 'icelandic pop', 'post-rock']
1846;Fat Joe;['dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap music']
1847;Passion;['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'world worship', 'worship']
1848;Los Indios Tabajaras;['easy listening', 'romantico']
1849;ZombieSuckers;['horror punk']
1850;Pierre Perret;['chanson']
1851;Backstreet Boys;['boy band', 'dance pop', 'europop', 'pop']
1852;John Tchicai;['avant-garde jazz', 'free jazz', 'jazz saxophone']
1853;Frank Chacksfield & His Orchestra;['ballroom', 'easy listening', 'light music', 'lounge']
1854;OV7;['dance pop', 'grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop']
1855;Mick Clarke;['british blues', 'electric blues', 'modern blues', 'power blues-rock']
1856;Les Sexareenos;['garage pop', 'garage rock', 'punk blues']
1857;Modeselektor;['alternative dance', 'electronic', 'indietronica', 'microhouse', 'minimal techno', 'new rave', 'trip hop']
1858;Camp Lo;['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'southern hip hop']
1859;Mons Leidvin Takle;['norwegian gospel']
1860;Tigerstyle;['bhangra', 'desi', 'desi hip hop', 'indian pop', 'punjabi']
1861;4Him;['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'deep christian rock', 'worship']
1862;David Cook;['idol', 'neo mellow', 'pop rock', 'talent show']
1863;Winifred Phillips;['scorecore', 'video game music']
1864;The Five Stairsteps;['chicago soul', 'classic soul', 'motown']
1865;Solistiyhtye Suomi;['classic finnish pop', 'classic iskelma', 'iskelma']
1866;Tyrone Taylor;['lovers rock']
1867;Junior Jack;['chicago house', 'deep house', 'disco house', 'tech house', 'tribal house', 'vocal house']
1868;Dendemann;['german hip hop', 'german reggae']
1869;Josh Groban;['operatic pop']
1870;Pascal Obispo;['chanson', 'french pop']
1871;The Steeles;['southern gospel']
1872;Rocket From The Tombs;['protopunk', 'punk blues']
1873;Buddy Miles;['funk']
1874;Intars Busulis;['latvian pop']
1875;Juliette & The Licks;['power-pop punk']
1876;Shawn Colvin;['ectofolk', 'folk', 'folk-pop', 'lilith', 'mellow gold', 'new wave pop', 'pop rock', 'singer-songwriter']
1877;Adolph Hofner;['cowboy western', 'western swing']
1878;Annie Blanchard;['chanson quebecois']
1879;The Forms;['hauntology']
1880;Miossec;['chanson', 'french indie pop', 'french rock']
1881;Speaker;['rap', 'southern hip hop', 'trap music']
1882;Candy Lo;['c-pop', 'cantopop', 'chinese indie', 'mandopop']
1883;"Tommy Makem;The Clancy Brothers";['celtic', 'irish folk']
1884;Teenage Fanclub;['alternative pop', 'alternative rock', 'britpop', 'chamber pop', 'chamber psych', 'dream pop', 'garage psych', 'gbvfi', 'indie rock', 'jangle pop', 'lo-fi', 'neo-psychedelic', 'new wave', 'noise pop', 'power pop', 'scottish indie', 'shoegaze', 'slow core', 'twee pop']
1885;Enter the Haggis;['canadian celtic', 'celtic', 'celtic punk', 'celtic rock']
1886;Zombie Girl;['aggrotech', 'ebm', 'electro-industrial', 'industrial metal', 'steampunk']
1887;Eduardo Fernandez;['classical guitar']
1888;Aberdeen;['c86', 'twee pop']
1889;Taste;['disco', 'post-disco']
1890;Benabar;['cabaret', 'chanson', 'french pop', 'french rock']
1891;Billy May & His Orchestra;['easy listening', 'exotica', 'laboratorio', 'lounge']
1892;Naughty By Nature;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']
1893;Groupa Med Lena Willemark;['folkmusik', 'nordic folk']
1894;Sukhbir;['bhangra', 'desi', 'desi hip hop', 'indian pop', 'punjabi']
1895;Z.Z. Hill;['soul', 'soul blues', 'southern soul', 'southern soul blues']
1896;Organized Konfusion;['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'turntablism']
1897;Dokken;['album rock', 'glam metal', 'hard rock', 'metal', 'rock']
1898;Jefferson Starship;['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock', 'symphonic rock']
1899;Arkona;['folk metal', 'russian metal', 'slavic folk metal', 'slavic metal', 'viking metal']
1900;Aaron Watson;['contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'red dirt', 'texas country']
1901;The Crystal Method;['big beat', 'breakbeat', 'electronic']
1902;Arturo Sandoval;['jazz trumpet', 'latin jazz']
1903;Billy Higgins;['jazz drums']
1904;The Prodigy;['big beat', 'breakbeat', 'electronic', 'hardcore techno']
1905;Nick Colionne;['smooth jazz']
1906;Georges Brassens;['cabaret', 'chanson', 'french reggae', 'french rock']
1907;DJ Deeon;['acid house', 'chicago house', 'ghettotech']
1908;Legion Of Green Men;['future ambient']
1909;Kevin Max;['ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'deep christian rock']
1910;Tomash Gee;['schranz']
1911;Lit;['alternative rock', 'pop punk', 'pop rock', 'post-grunge']
1912;Luke Bryan;['contemporary country', 'country', 'country road']
1913;Mikey General;['dancehall', 'lovers rock']
1914;Blind Willie Johnson;['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'gospel blues', 'texas blues', 'traditional blues', 'traditional folk']
1915;Roger Clyne & The Peacemakers;['heartland rock']
1916;Original Love;['broadway']
1917;Chris Rea;['art rock', 'blues-rock', 'mellow gold', 'soft rock']
1918;Junie;['p funk']
1919;Sugar Ray;['alternative metal', 'alternative rock', 'funk metal', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']
1920;Tora Tora;['aussietronica', 'electropop', 'indie r&b', 'vapor soul']
