;artist;genre
2129;Easy Star All-Stars;['dub', 'reggae', 'roots reggae']
2130;Dungeon Family;['dirty south rap', 'pop rap', 'southern hip hop']
2131;Daylight Torn;['gothic doom']
2132;Chimaira;['alternative metal', 'groove metal', 'industrial metal', 'melodic metalcore', 'metalcore', 'nu metal', 'rap metal', 'rap rock']
2133;Will Ackerman;['fingerstyle', 'new age']
2134;John Doan;['string folk']
2135;Francky Vincent;['francoton', 'french pop', 'zouk']
2136;Fountains Of Wayne;['pop rock', 'power pop']
2137;Misfits;['horror punk', 'punk', 'rock', 'skate punk']
2138;Queens Of The Stone Age;['alternative metal', 'alternative rock', 'blues-rock', 'garage rock', 'modern rock', 'neo-psychedelic', 'nu metal', 'post-grunge', 'rock', 'stoner metal', 'stoner rock']
2139;Chris Eaton;['deep christian rock']
2140;Little Joe;['tejano']
2141;Michael Card;['ccm', 'christian music', 'christian relaxative', 'deep christian rock', 'worship']
2142;Elakelaiset;['suomi rock']
2143;Lambda;['bubble trance']
2144;Ashton Shepherd;['contemporary country', 'country', 'country dawn']
2145;Boogie Pimps;['disco house']
2146;Brand X;['epicore']
2147;Big Jay Oakerson;['comedy', 'deep comedy']
2148;Checkers;['japanese city pop']
2149;Blondie;['candy pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock']
2150;Steven Halpern;['healing', 'kirtan', 'meditation', 'new age', 'sleep']
2151;Malcolm McLaren;['dance rock', 'new romantic', 'new wave pop']
2152;Elmer Bernstein;['classic soundtrack', 'scorecore', 'soundtrack', 'theme']
2153;Tom Cochrane;['canadian indie', 'classic canadian rock', 'mellow gold']
2154;Crystals;['brill building pop', 'bubblegum pop', 'christmas', 'classic girl group', 'doo-wop', 'folk rock', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly']
2155;M Sane;['deep g funk']
2156;RyanDan;['operatic pop']
2157;Scott Wesley Brown;['rosary', 'worship']
2158;Dive;['boston rock', 'deep new americana', 'folk-pop', 'new americana', 'stomp and holler']
2159;Orquesta Sublime;['cuban rumba', 'latin jazz', 'mambo']
2160;Mandi;['indiecoustica']
2161;Russell Malone;['jazz guitar']
2162;Hoods;['australian hip hop', 'australian pop']
2163;Jimmy Nelson;['jump blues']
2164;Julien Clerc;['cabaret', 'chanson', 'french pop']
2165;Maximilian Hecker;['melancholia']
2166;Freddie McGregor;['dancehall', 'dub', 'lovers rock', 'reggae', 'roots reggae']
2167;Opiate For The Masses;['nu metal']
2168;Zombina & The Skeletones;['horror punk']
2169;Eazy-E;['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']
2170;Emile Vacher;['accordion']
2171;Vusi Mahlasela;['afropop', 'south african jazz']
2172;Sharon Burch;['native american']
2173;Planetakis;['solipsynthm']
2174;Beto Cuevas;['chilean rock', 'latin arena pop', 'latin pop', 'rock en espanol']
2175;Latif;['alternative r&b']
2176;The Plimsouls;['jangle pop', 'power pop', 'underground power pop']
2177;Beat Pharmacy;['dub techno']
2178;Tim Wilson;['comedy', 'comic']
2179;I Wayne;['dancehall', 'lovers rock', 'reggae', 'riddim', 'roots reggae']
2180;Emery;['big room', 'edm', 'electro house', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']
2181;Will Pan;['c-pop', 'mandopop']
2182;Barbara Fairchild;['country gospel', 'nashville sound']
2183;Isabelle Adjani;['chanson']
2184;Edmundo Ros & His Orchestra;['ballroom', 'easy listening']
2185;Fuzz;['australian garage punk', 'garage rock', 'indie garage rock', 'neo-psychedelic']
2186;MU330;['modern ska punk', 'ska', 'ska punk']
2187;Soul Embraced;['christian hardcore', 'christian metal', 'unblack metal']
2188;Leroy Van Dyke;['country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']
2189;Circle Jerks;['crossover thrash', 'hardcore punk', 'punk', 'skate punk']
2190;Ice;['conscious hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']
2191;Primordial;['atmospheric black metal', 'avantgarde metal', 'black metal', 'celtic metal', 'celtic rock', 'doom metal', 'folk metal', 'melodic death metal', 'metal', 'pagan black metal', 'symphonic black metal', 'viking metal', 'voidgaze']
2192;Clarence Fountain;['gospel singers', 'praise']
2193;Mac Dre;['gangster rap', 'hyphy', 'west coast rap', 'west coast trap']
2194;Cadet;['focus']
2195;Daughters;['anthem worship', 'ccm', 'christian music', 'christian uplift', 'indiecoustica', 'world worship', 'worship']
2196;Julissa;['latin christian']
2197;Marimba Alma De Chiapas De Juan Palacios;['mallet', 'marimba orquesta', 'mexican son']
2198;Scott Matthews;['chamber pop']
2199;T-Bone;['blues', 'chicago blues', 'electric blues', 'jazz blues', 'rhythm and blues', 'texas blues', 'traditional blues']
2200;Terry Snyder;['exotica', 'lounge', 'space age pop']
2201;Kim English;['diva house', 'tribal house', 'vocal house']
2202;Brooke White;['idol']
2203;Roberto Torres;['boogaloo', 'cuban rumba', 'latin jazz', 'mambo']
2204;Headhunter;['bass music', 'dubstep']
2205;MICHAEL WHITE;['tracestep']
2206;Foxy Brown;['east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop']
2207;Elva Hsiao;['c-pop', 'mandopop']
2208;Kisha;['mundart']
2209;He Is Legend;['christian hardcore', 'christian metal', 'dreamo', 'mathcore', 'melodic metalcore', 'post-hardcore', 'progressive post-hardcore', 'screamo']
2210;DJ Dips;['bhangra', 'desi', 'desi hip hop', 'punjabi']
2211;Pretty Boy Floyd;['canadian metal', 'glam metal', 'hard rock', 'sleaze rock']
2212;Jimmy Witherspoon;['blues', 'electric blues', 'jazz blues', 'jump blues', 'rhythm and blues', 'traditional blues']
2213;Jazzy B;['bhangra', 'desi', 'desi hip hop', 'indian folk', 'indian pop', 'punjabi']
2214;Daath;['groove metal']
2215;Ini Kamoze;['dancehall', 'dub', 'reggae', 'reggae fusion', 'roots reggae']
2216;Tyrone Davis;['chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul', 'southern soul blues']
2217;Christian McBride;['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz funk', 'jazz fusion', 'soul jazz']
2218;Joanna Connor;['electric blues', 'modern blues']
2219;Minnie Riperton;['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']
2220;Sam Fan Thomas;['makossa', 'soukous']
2221;C.J. Chenier;['zydeco']
2222;Energy;['bubble trance', 'german techno', 'trance']
2223;Facto Delafe y las flores azules;['spanish indie pop']
2224;Truckfighters;['psychedelic doom', 'retro metal', 'sludge metal', 'space rock', 'stoner metal', 'stoner rock']
2225;Edouard Duleu;['accordion']
2226;Jerry Goldsmith;['classic soundtrack', 'scorecore', 'soundtrack', 'theme']
2227;Marty Robbins;['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']
2228;Grup Knar;['digital hardcore']
2229;Ram Squad;['deep east coast hip hop']
2230;Tech N9ne;['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']
2231;Daler Mehndi;['bhangra', 'desi', 'desi hip hop', 'filmi', 'indian pop', 'modern bollywood', 'punjabi', 'sufi']
2232;Belle & Sebastian;['alternative rock', 'anti-folk', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'modern rock', 'neo-psychedelic', 'pop rock', 'scottish indie', 'scottish rock', 'twee pop']
2233;Messy Marv;['hyphy', 'west coast rap', 'west coast trap']
2234;Kyle Riabko;['acoustic pop', 'neo mellow']
2235;One Be Lo;['alternative hip hop', 'underground rap']
2236;Martha Wainwright;['folk', 'folk-pop', 'singer-songwriter']
2237;The Paul Butterfield Blues Band;['blues', 'blues-rock', 'chicago blues', 'classic rock', 'electric blues', 'harmonica blues', 'psychedelic rock', 'traditional blues']
2238;Stan;['adult standards', 'bebop', 'bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'vocal jazz']
2239;Walter Hawkins;['gospel']
2240;The Pineapple Thief;['art rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']
2241;Yuridia;['grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop']
2242;Moving Cloud;['irish folk', 'irish neo-traditional']
2243;Orbit;['big beat', 'downtempo', 'electronic', 'intelligent dance music']
2244;Muse;['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']
2245;Peggy Zina;['entehno', 'laiko']
2246;Shaggy;['dance pop', 'pop rap', 'reggae fusion']
2247;Silent Stream Of Godless Elegy;['folk metal', 'funeral doom', 'slavic folk metal']
2248;Adrienne Pierce;['deep acoustic pop']
2249;The Starting Line;['dreamo', 'emo', 'pop emo', 'pop punk', 'screamo']
2250;El Barrio;['flamenco', 'spanish pop']
2251;The Real Kids;['boston rock', 'garage rock', 'jangle pop', 'power pop', 'protopunk', 'pub rock', 'punk blues']
2252;Sean Paul;['dance pop', 'dancehall', 'pop', 'pop rap']
2253;Major Lazer;['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'tropical house']
2254;32 Leaves;['alternative metal', 'hard alternative', 'nu metal', 'post-grunge']
2255;Karnig Sarkissian;['armenian folk']
2256;B.B. King;['blues', 'blues-rock', 'classic rock', 'electric blues', 'jazz blues', 'soul', 'soul blues', 'traditional blues']
2257;Little Milton;['blues', 'electric blues', 'memphis soul', 'soul', 'soul blues', 'southern soul']
2258;Fania All Stars;['boogaloo', 'cuban rumba', 'latin jazz', 'mambo', 'salsa', 'salsa international', 'tropical']
2259;P.o.d;['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']
2260;Dino;['sevdah', 'turbo folk', 'yugoslav rock']
2261;Buzzhorn;['grunge pop']
2262;Shirley Caesar;['gospel']
2263;Tsar;['belgian pop']
2264;Fiona;['art pop', 'chamber pop', 'folk-pop', 'indie rock', 'lilith', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']
2265;Cece Winans;['gospel']
2266;Ramesses;['drone metal', 'sludge metal', 'stoner metal']
2267;Beherit;['atmospheric black metal', 'avantgarde metal', 'black death', 'black metal', 'black thrash', 'finnish black metal', 'pagan black metal']
2268;Bobby Darin;['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']
2269;Biddu;['hi-nrg']
2270;Leila Chicot;['zouk', 'zouk riddim']
2271;Donnie McClurkin;['gospel']
2272;Piero Umiliani;['exotica', 'lounge', 'vintage italian soundtrack']
2273;Louisa Mark;['lovers rock', 'uk reggae']
2274;Barry Mann;['doo-wop']
2275;Jimmy Wyble;['cowboy western', 'vintage western', 'western swing']
2276;Out Of The Grey;['deep christian rock']
2277;Deitrick Haddon;['gospel']
2278;Anneli Drecker;['norwegian pop']
2279;Peter Hunnigale;['dancehall', 'lovers rock', 'roots reggae', 'uk reggae']
2280;Vaggelis Perpiniadis;['rebetiko']
2281;Phantomsmasher;['digital hardcore']
2282;The Who;['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']
2283;Richard Burton;['show tunes']
2284;TEN MADISON;['psychill']
2285;Norrie Paramor;['easy listening', 'space age pop']
2286;Embrace the End;['death core', 'melodic metalcore']
2287;Karen Peck And New River;['country gospel', 'southern gospel']
2288;Los Titanes;['banda', 'deep regional mexican', 'duranguense', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']
2289;Syl Johnson;['afrobeat', 'chicago soul', 'classic soul', 'deep funk', 'funk', 'memphis soul', 'soul', 'southern soul']
2290;The Rolling Stones;['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']
2291;Pacha Massive;['electro jazz']
2292;Donna Fargo;['country gospel', 'cowboy western', 'nashville sound', 'traditional country']
2293;Conjunto Clasico;['boogaloo', 'latin jazz', 'mambo', 'salsa international', 'tropical']
2294;Alex Fong;['c-pop', 'cantopop']
2295;Jason & The Scorchers;['alternative country', 'cowpunk', 'power pop', 'pub rock', 'roots rock']
2296;Pepe Kalle;['african gospel', 'makossa', 'soukous']
2297;Lords Of The Underground;['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']
2298;Roy Roberts;['traditional funk']
2299;We Five;['bubblegum pop', 'folk rock']
2300;Champion Jack Dupree;['acoustic blues', 'blues', 'electric blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'rhythm and blues', 'traditional blues']
2301;T.O.K.;['dancehall', 'riddim']
2302;Jedi Mind Tricks;['conscious hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'underground rap']
2303;Jean-michel Rotin;['zouk', 'zouk riddim']
2304;Gustavo Santaolalla;['latin classical', 'latin soundtrack', 'scorecore', 'soundtrack', 'video game music']
2305;La Portuaria;['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']
2306;Alan Feinberg;['classical piano']
2307;Gabriel Grossi;['choro']
2308;Faye Adams;['rhythm and blues']
2309;Charlie Cruz;['salsa', 'tropical']
2310;DCX;['bubblegum dance', 'eurodance', 'hands up']
2311;Darcelys;['vintage chanson']
2312;Elena;['indie electro-pop']
2313;Tulipunaruusut;['classic finnish pop', 'classic iskelma']
2314;Bill Perry;['modern blues', 'power blues-rock']
2315;Seal;['soft rock']
2316;Georges Delerue;['classic soundtrack', 'french soundtrack', 'soundtrack']
2317;Gym Class Heroes;['dance pop', 'pop punk', 'pop rap']
2318;Blackfoot;['album rock', 'blues-rock', 'classic rock', 'country rock', 'hard rock', 'native american', 'rock', 'southern rock']
2319;Los Traileros Del Norte;['banda', 'cumbia', 'duranguense', 'grupera', 'norteno', 'ranchera', 'regional mexican', 'tejano']
2320;Olivier Messiaen;['avant-garde', 'classical', 'contemporary classical', 'laboratorio']
2321;Dave Valentin;['latin jazz']
2322;This Moment;['alternative metal', 'gothic symphonic metal', 'melodic metalcore', 'nu metal', 'post-grunge', 'rap metal']
2323;Dominic;['hollywood']
2324;Derek Bailey;['avant-garde', 'avant-garde jazz', 'british experimental', 'free improvisation', 'free jazz', 'jazz guitar', 'tzadik']
2325;James Taylor Quartet;['acid jazz', 'brit funk']
2326;Luciano;['canzone napoletana', 'classical tenor', 'opera', 'operatic pop']
2327;"Dave ""Baby"" Cortez";['jazz organ']
2328;Denise Ho;['c-pop', 'cantopop', 'chinese indie', 'mandopop']
2329;Shelby Lynne;['folk', 'lilith']
2330;Camerata Brasil;['choro']
2331;Ronnie Drew;['celtic', 'irish country', 'irish folk']
2332;Mighty Joe Young;['chicago blues', 'electric blues']
2333;Carlos Baute;['cumbia', 'dance pop', 'latin', 'latin pop', 'pop', 'pop reggaeton', 'spanish pop', 'tropical']
2334;Francis Dhomont;['acousmatic', 'avant-garde', 'laboratorio', 'microtonal', 'musique concrete']
2335;Mat Maneri;['free jazz', 'jazz violin']
2336;Brenda Lee;['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'nashville sound', 'rockabilly']
2337;Rockabye Baby!;"[""children's music""]"
2338;Shapeshifters;['deep house', 'disco house', 'diva house', 'house', 'vocal house']
2339;Rance Allen Group;['gospel']
2340;Festival;['british choir', 'scorecore', 'video game music']
2341;Lizzy Borden;['glam metal', 'hard rock', 'metal', 'neo-trad metal', 'nwobhm', 'nwothm', 'sleaze rock', 'speed metal', 'thrash metal']
2342;The In Crowd;['candy pop', 'pixie', 'pop emo', 'pop punk']
2343;Gonzalo Rubalcaba;['contemporary post-bop', 'jazz piano', 'latin jazz']
2344;Pucho & His Latin Soul Brothers;['boogaloo']
2345;Dropline;['grunge pop']
2346;Kings Of Leon;['garage rock', 'indie rock', 'modern rock', 'rock']
2347;Kris Kristofferson;['country rock', 'cowboy western', 'folk', 'folk rock', 'nashville sound', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country', 'traditional country', 'traditional folk']
2348;Goatwhore;['black metal', 'brutal death metal', 'death metal', 'deathgrind', 'groove metal', 'technical death metal']
2349;Small Faces;['art rock', 'blues-rock', 'british blues', 'british invasion', 'britpop', 'bubblegum pop', 'classic rock', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'pub rock', 'rock']
2350;Don Campbell;['dancehall', 'lovers rock', 'roots reggae']
2351;A Static Lullaby;['melodic metalcore', 'post-hardcore', 'screamo']
2352;Phil Spector;['brill building pop']
2353;Disco D;['ghettotech']
2354;Los Originales De San Juan;['banda', 'duranguense', 'grupera', 'latin hip hop', 'norteno', 'regional mexican']
2355;Jack Sheldon;['jazz trumpet']
2356;Tigertailz;['glam metal', 'sleaze rock']
2357;Salt-N-Pepa;['girl group', 'hip hop', 'hip pop', 'old school hip hop', 'rap']
2358;Kari Tapio;['classic finnish pop', 'classic iskelma', 'finnish pop', 'iskelma', 'suomi rock']
2359;Yami Bolo;['dancehall', 'lovers rock', 'roots reggae']
2360;Rory Block;['acoustic blues', 'country blues', 'modern blues']
2361;Alias;['deep dutch hip hop', 'dutch hip hop']
2362;Africando;['boogaloo', 'cuban rumba', 'latin jazz', 'mambo', 'salsa', 'tropical']
2363;The Rascals;['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'motown', 'psychedelic rock']
2364;DMX;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']
2365;Skrape;['nu metal', 'rap metal']
2366;Blue October;['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']
2367;Malkit Singh;['bhangra', 'desi', 'desi hip hop', 'indian folk', 'indian pop', 'punjabi']
2368;PitchBlack;['deep melodic death metal']
2369;Metallica;['alternative metal', 'hard rock', 'metal', 'rock', 'speed metal', 'thrash metal']
2370;Owl City;['pop', 'pop punk', 'pop rock', 'post-teen pop']
2371;Mista;['deep southern trap']
2372;Lara & Reyes;['flamenco', 'flamenco guitar', 'rumba']
2373;J.C. Lodge;['uk reggae']
2374;The Verve Pipe;['pop rock', 'post-grunge']
2375;Marvin Hamlisch;['broadway', 'classic soundtrack', 'show tunes']
2376;Vitamin C;['dance pop', 'europop']
2377;Swim;['alternative emo', 'anthem emo', 'melodic hardcore', 'modern alternative rock']
2378;Black Box;['acid house', 'diva house', 'eurodance', 'hip house', 'new wave pop', 'vocal house']
2379;Jinx;['progressive house', 'progressive trance', 'progressive trance house', 'uplifting trance']
2380;Five Blind Boys of Alabama;['gospel singers']
2381;Charles Williams And His Orchestra;['light music']
2382;Kathleen Madigan;['comedy']
2383;Bone Thugs-N-Harmony;['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']
2384;Fran Perea;['spanish pop']
2385;Cama;['power noise']
2386;Mando Diao;['garage rock', 'swedish alternative rock', 'swedish indie rock']
2387;Richard Lloyd;['jangle pop', 'power pop']
2388;Samy Deluxe;['german hip hop']
2389;Twista;['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'trap music']
2390;Shadows Fall;['alternative metal', 'groove metal', 'melodic death metal', 'melodic metalcore', 'metalcore', 'nu metal', 'rap metal']
2391;The Doors;['album rock', 'classic rock', 'piano rock', 'psychedelic rock', 'rock']
2392;TRAM 11;['balkan hip hop']
2393;The All-American Rejects;['modern rock', 'neo mellow', 'pop punk', 'pop rap', 'pop rock', 'post-grunge']
2394;DJ Slugo;['footwork', 'ghettotech']
2395;Sylver;['bubble trance', 'eurodance']
2396;Scott Weiland;['alternative rock', 'grunge', 'post-grunge', 'rock']
2397;S. Solis y Orquesta;['romantico']
2398;Charlie Walker;['country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']
2399;Liars;['stl indie']
2400;The Gathering;['gothic metal', 'gothic symphonic metal', 'progressive metal', 'symphonic metal']
2401;Mat Kearney;['acoustic pop', 'folk-pop', 'indiecoustica', 'neo mellow', 'pop rock']
2402;North Mississippi Allstars;['electric blues', 'funk', 'jam band', 'modern blues', 'roots rock', 'southern rock']
2403;Superchumbo;['tribal house', 'vocal house']
2404;Orquesta America;['cuban rumba']
2405;Les Malpolis;['french folk pop']
2406;Legacy Five;['country gospel', 'southern gospel']
2407;Steve Harvey;['comedy']
2408;Ivan Parker;['country gospel', 'southern gospel']
2409;The Stranglers;['art rock', 'britpop', 'dance rock', 'glam rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'protopunk', 'pub rock', 'punk', 'rock', 'ska', 'uk post-punk', 'zolo']
2410;Oasis;['britpop', 'madchester', 'permanent wave', 'rock']
2411;Bizzy Bone;['chicano rap', 'dirty south rap', 'gangster rap']
2412;Karlheinz Stockhausen;['acousmatic', 'avant-garde', 'contemporary classical', 'free improvisation', 'german contemporary classical', 'laboratorio', 'serialism']
2413;Zumpano;['vancouver indie']
2414;Obie Bermudez;['latin', 'latin pop', 'tropical']
2415;Enslavement Of Beauty;['norwegian black metal', 'symphonic black metal']
2416;Mothers Pride;['euroska']
2417;Carlton Livingston;['dancehall']
2418;DJ Omega;['ghettotech']
2419;Santana;['blues-rock', 'classic rock', 'rock']
2420;Apache Indian;['desi hip hop']
2421;NAZCA PERU;['panpipe']
2422;Bo Carter;['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']
2423;Hanoi Rocks;['glam metal', 'glam rock', 'hard rock', 'sleaze rock']
2424;Bruce Robison;['outlaw country', 'red dirt', 'roots americana', 'texas country']
2425;Gal Costa;['baile pop', 'bossa nova', 'forro', 'mpb', 'samba']
2426;Luciana Souza;['bossa nova', 'vocal jazz']
2427;Lidell Townsell;['acid house', 'chicago house', 'hip house']
2428;Geiom;['dubstep']
2429;Tommy James And The Shondells;['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'mellow gold', 'merseybeat', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']
2430;Nora;['deep house', 'deep tropical house', 'disco house', 'edm', 'house', 'progressive house', 'tropical house']
2431;Leona Naess;['ectofolk', 'folk-pop', 'lilith']
2432;Faces;['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'glam rock', 'hard rock', 'mellow gold', 'power pop', 'protopunk', 'psychedelic rock', 'pub rock', 'rock', 'roots rock', 'soft rock', 'southern rock']
2433;F4;['mandopop']
2434;Dr Bombay;['bubblegum dance', 'eurodance', 'europop', 'swedish eurodance']
2435;Bobby Broom;['jazz guitar']
2436;JDS;['breakbeat', 'nu skool breaks']
2437;George Nooks;['dancehall', 'lovers rock', 'roots reggae']
2438;Teena Marie;['classic soul', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']
2439;Delbert McClinton;['blues', 'blues-rock', 'electric blues', 'harmonica blues', 'modern blues', 'roots rock', 'southern rock']
2440;Johannes Linstead;['flamenco', 'flamenco guitar', 'rumba']
2441;Becoming The Archetype;['christian hardcore', 'christian metal', 'unblack metal']
2442;Soular;['chillstep', 'substep']
2443;Beastie Boys;['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap']
2444;Lisa Lynne;['celtic', 'healing', 'new age', 'string folk']
2445;Skeeter Davis;['brill building pop', 'country gospel', 'cowboy western', 'nashville sound', 'traditional country']
2446;Blue Rodeo;['canadian folk', 'canadian indie', 'canadian rock', 'country rock', 'lilith']
2447;Jerry Lewis;['brill building pop', 'piano rock', 'rock-and-roll', 'rockabilly', 'traditional country']
2448;Fleet Foxes;['chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']
2449;Elephant Man;['dancehall', 'reggae fusion', 'riddim', 'roots reggae']
2450;Seamus Egan;['celtic', 'irish folk', 'uilleann pipes']
2451;Little Feat;['blues-rock', 'classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'heartland rock', 'jam band', 'mellow gold', 'modern blues', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']
2452;Tonic;['alternative rock', 'neo mellow', 'pop rock', 'post-grunge']
2453;Roberto Roena;['boogaloo', 'latin jazz', 'mambo', 'salsa', 'salsa international', 'tropical']
2454;Gloriana;['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']
2455;X-Raided;['bay area hip hop', 'g funk', 'gangster rap', 'hyphy', 'west coast trap']
2456;Styles P;['battle rap', 'dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
2457;Kellie Coffey;['contemporary country', 'country', 'country dawn']
2458;Various Indian Tribes;['native american']
2459;Cliff Bruner;['cowboy western', 'vintage western', 'western swing']
2460;Sofia Karlsson;['classic swedish pop', 'folkmusik', 'nordic folk', 'swedish folk pop', 'swedish jazz']
2461;Fontella Bass;['brill building pop', 'chicago soul', 'classic soul', 'motown', 'rhythm and blues', 'soul']
2462;Peggy Lee;['adult standards', 'cabaret', 'christmas', 'lounge', 'swing', 'vocal jazz']
2463;Max Stalling;['outlaw country', 'red dirt', 'texas country']
2464;Paul Brown;['smooth jazz']
2465;Speech;['metalcore', 'post-screamo', 'progressive post-hardcore']
2466;Mudhoney;['alternative rock', 'garage rock', 'grunge', 'noise rock', 'post-hardcore', 'punk']
2467;Dhamika;['ambient psychill', 'psychill']
2468;Strata;['alternative metal', 'nu metal']
2469;Big Star;['alternative country', 'alternative pop', 'alternative rock', 'art rock', 'country rock', 'dance rock', 'experimental', 'folk', 'folk rock', 'folk-pop', 'garage rock', 'indie rock', 'jangle pop', 'lo-fi', 'melancholia', 'neo-psychedelic', 'noise pop', 'post-punk', 'power pop', 'protopunk', 'psychedelic rock', 'pub rock', 'rock', 'roots rock', 'slow core', 'uk post-punk']
2470;Dark new Day;['alternative metal', 'hard alternative', 'nu metal', 'post-grunge', 'rap metal']
2471;Juice Leskinen;['classic finnish pop', 'classic finnish rock', 'suomi rock']
2472;Jonny Lang;['blues-rock', 'electric blues', 'modern blues']
2473;Wendo Kolosoy;['soukous']
2474;Lisa Lisa & Cult Jam;['electro', 'freestyle', 'funk', 'new jack swing', 'quiet storm', 'urban contemporary']
2475;Daan Junior;['kompa', 'zouk']
2476;Pery Ribeiro;['bossa nova']
2477;Vanessa Daou;['downtempo']
2478;Kinky;['electro latino', 'latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']
2479;Missy Higgins;['australian pop', 'deep australian indie', 'folk-pop', 'lilith']
2480;Zachary Richard;['chanson quebecois', 'country quebecois', 'zydeco']
2481;L.A. Guns;['album rock', 'glam metal', 'hard rock', 'rock', 'sleaze rock']
2482;Juanes;['colombian pop', 'cumbia', 'dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'rock en espanol', 'tropical']
2483;Non Phixion;['east coast hip hop', 'hardcore hip hop', 'underground rap']
2484;The Black Crowes;['album rock', 'alternative rock', 'blues-rock', 'classic rock', 'hard rock', 'jam band', 'modern blues', 'pop rock', 'post-grunge', 'rock', 'roots rock', 'southern rock']
2485;Kieran;['folk']
2486;Henry Mancini;['adult standards', 'christmas', 'classic soundtrack', 'easy listening', 'lounge', 'vocal jazz']
2487;Michelle Wright;['canadian country', 'country dawn']
2488;Astrovamps;['gothic rock']
2489;Unison;['indie punk']
2490;System of a Down;['alternative metal', 'nu metal', 'post-grunge', 'rock']
2491;Funeral For A Friend;['emo', 'pop punk', 'post-hardcore', 'screamo']
2492;Charley Patton;['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'traditional blues', 'traditional folk']
